OrderID,Customer_Age,Membership_Years,Items_In_Cart,Discount_Pct,Delivery_Distance_KM,Product_Category,Payment_Method,Is_Premium_Member,Season,Day_Of_Week,Transaction_Amount
ORD304863,28.0,2.9,10,0.1,1.4,Electronics,debit card,yes,Monsoon,Wed,509.18
ORD301646,46.0,0.2,7,16.9,3.7,Home & Kitchen,debit card,no,Monsoon,Fri,100.88
ORD300783,69.0,5.933483606557377,4,17.2,0.1,Clothing,debit card,yes,Summer,Sat,79.07
ORD302908,66.0,0.3,11,10.4,10.9,Sports,wallet,no,Summer,Fri,118.5
ORD304080,43.26208443809912,3.1,2,5.6,0.4,Beauty,upi,no,Summer,Mon,45.75
ORD304759,32.0,4.0,7,22.0,3.5,Clothing,credit card,no,Winter,Sat,68.5
ORD302396,59.0,6.8,3,34.5,3.3,Sports,credit card,no,Winter,Sat,38.28
ORD300068,41.0,6.9,3,28.7,9.1,Electronics,credit card,no,Spring,Thu,229.05
ORD300403,55.0,5.8,10,12.7,12.5,Clothing,debit card,no,Monsoon,Tue,88.21
ORD303434,61.0,8.2,10,15.8,1.5,Beauty,debit card,no,Monsoon,Fri,100.24
ORD302802,21.0,3.2,8,15.0,0.9,Clothing,credit card,no,Monsoon,Sat,64.28
ORD300797,57.0,7.3,13,9.3,15.1,Toys,upi,no,Monsoon,Fri,36.42
ORD303098,36.0,8.2,7,18.8,48.2,Beauty,debit card,no,Spring,Thu,92.87
ORD303131,43.26208443809912,8.7,6,7.8,7.5,Clothing,credit card,no,Winter,Mon,82.6
ORD304531,21.0,9.7,3,27.2,10.1,Toys,upi,no,Winter,Thu,94.9
ORD302023,53.0,8.1,4,3.8,66.1,Toys,credit card,yes,Monsoon,Wed,52.22
ORD300177,66.0,4.1,13,5.8,27.9,Home & Kitchen,debit card,yes,Winter,Tue,180.75
ORD300953,47.0,6.0,11,3.2,5.4,Beauty,credit card,no,Winter,Wed,113.44
ORD303428,22.0,10.4,14,39.2,0.4,Clothing,wallet,yes,Summer,Wed,87.76
ORD302139,45.0,8.4,2,22.9,4.5,Clothing,credit card,no,Winter,Sun,56.45
ORD301200,35.0,7.8,2,37.1,7.8,Electronics,debit card,yes,Spring,Mon,225.95
ORD304368,49.0,6.0,13,27.4,7.6,Toys,upi,yes,Winter,Tue,100.44
ORD302915,20.0,0.2,13,11.6,15.9,Electronics,credit card,no,Spring,Mon,469.51
ORD303983,66.0,11.5,10,28.6,0.9,Electronics,upi,no,Monsoon,Sat,401.53
ORD302300,34.0,11.5,14,39.7,11.9,Beauty,credit card,no,Spring,Sun,92.37
ORD301756,43.26208443809912,5.1,1,27.2,21.0,Beauty,debit card,yes,Monsoon,Thu,49.61
ORD303486,46.0,11.6,8,26.4,19.4,Books,debit card,no,Spring,Sun,59.26
ORD302606,59.0,9.9,4,0.2,0.6,Electronics,credit card,no,Summer,Sun,327.99
ORD301577,34.0,8.1,8,17.7,7.8,Electronics,debit card,no,Summer,Sat,370.76
ORD302719,25.0,3.8,13,18.1,3.4,Toys,wallet,no,Winter,Fri,98.59
ORD302241,43.0,11.5,8,32.0,5.9,Electronics,debit card,no,Monsoon,Fri,286.74
ORD301928,44.0,9.2,4,12.0,1.0,Beauty,debit card,no,Summer,Tue,79.31
ORD302774,32.0,2.3,6,20.299269776876265,33.9,Electronics,credit card,no,Winter,Mon,296.18
ORD301507,43.0,1.6,13,8.0,21.3,Clothing,debit card,yes,Summer,Fri,115.89
ORD301497,58.0,10.5,14,39.3,21.8,Sports,debit card,yes,Monsoon,Tue,136.41
ORD303749,37.0,9.2,10,3.2,1.7,Toys,credit card,yes,Monsoon,Tue,82.44
ORD302292,46.0,4.7,9,33.5,1.3,Clothing,credit card,no,Spring,Fri,92.94
ORD302493,40.0,9.1,5,25.9,15.5,Beauty,upi,no,Spring,Fri,59.06
ORD304284,37.0,0.2,10,20.299269776876265,10.7,Sports,debit card,yes,Spring,Wed,110.83
ORD300538,30.0,5.1,7,30.5,1.6,Sports,wallet,yes,Summer,Tue,147.23
ORD301330,68.0,9.5,12,35.1,2.3,Home & Kitchen,upi,yes,Winter,Sun,174.72
ORD302303,58.0,12.0,14,33.8,7.7,Sports,upi,no,Spring,Wed,163.82
ORD302499,59.0,11.9,7,6.7,17.0,Clothing,credit card,no,Spring,Thu,75.59
ORD301612,52.0,2.4,6,23.6,11.6,Beauty,upi,no,Monsoon,Mon,69.8
ORD301488,54.0,2.1,1,17.8,17.5,Clothing,credit card,yes,Winter,Mon,83.15
ORD302018,68.0,6.2,5,29.1,11.1,Beauty,wallet,no,Winter,Thu,36.68
ORD301744,42.0,7.9,14,9.5,3.1,Beauty,credit card,no,Winter,Thu,77.89
ORD304995,39.0,2.9,5,32.1,5.5,Clothing,upi,no,Winter,Wed,77.74
ORD304002,32.0,8.2,14,14.5,14.0,Toys,upi,no,Summer,Sun,1099.32
ORD304765,32.0,1.5,6,26.2,1.5,Toys,credit card,no,Spring,Wed,52.09
ORD300120,58.0,11.8,12,39.1,12.8,Electronics,credit card,yes,Winter,Wed,345.63
ORD304215,24.0,6.4,11,15.2,1.3,Electronics,wallet,no,Spring,Fri,446.79
ORD304943,38.0,0.2,12,19.2,3.2,Beauty,credit card,no,Monsoon,Fri,58.86
ORD300948,43.0,3.2,7,11.0,4.7,Home & Kitchen,upi,no,Monsoon,Fri,145.8
ORD300510,60.0,9.8,5,21.2,1.5,Clothing,credit card,no,Monsoon,Fri,113.95
ORD301393,54.0,2.2,13,8.8,1.9,Electronics,credit card,no,Winter,Tue,510.49
ORD301508,54.0,0.2,5,9.5,5.3,Beauty,credit card,yes,Summer,Fri,52.37
ORD303984,42.0,8.1,8,8.6,12.0,Electronics,upi,no,Winter,Sat,420.81
ORD304374,42.0,2.2,7,28.9,10.055118434603502,Books,debit card,no,Monsoon,Sun,36.45
ORD301331,67.0,4.1,10,39.0,0.5,Toys,debit card,yes,Spring,Sun,91.56
ORD301309,59.0,8.2,14,35.5,11.1,Clothing,credit card,yes,Winter,Sun,94.15
ORD303965,31.0,5.8,2,24.5,3.1,Clothing,wallet,no,Winter,Fri,45.29
ORD304727,56.0,4.1,7,20.4,1.4,Beauty,credit card,no,Summer,Sat,31.05
ORD302973,56.0,8.5,3,30.0,44.5,Clothing,debit card,no,Winter,Sat,67.7
ORD303800,37.0,6.2,6,9.0,1.9,Toys,upi,yes,Summer,Thu,116.05
ORD304306,53.0,6.2,9,15.2,0.2,Sports,wallet,no,Spring,Sat,134.07
ORD304700,49.0,0.1,8,29.4,1.0,Toys,credit card,no,Monsoon,Sun,81.36
ORD304019,48.0,9.4,14,18.4,5.4,Clothing,wallet,yes,Spring,Sat,104.52
ORD301931,24.0,5.2,4,37.8,6.0,Clothing,credit card,no,Summer,Sat,48.43
ORD302812,35.0,6.5,10,7.1,2.0,Clothing,credit card,no,Winter,Tue,91.05
ORD302539,60.0,4.1,3,28.4,7.7,Books,wallet,no,Monsoon,Sun,63.53
ORD302669,36.0,4.1,12,9.5,8.6,Books,upi,no,Monsoon,Tue,46.14
ORD304506,39.0,11.7,4,15.4,69.0,Electronics,credit card,yes,Summer,Sun,288.8
ORD303913,47.0,6.6,2,24.9,24.8,Books,wallet,no,Winter,Wed,25.65
ORD303719,65.0,9.6,3,18.6,7.1,Sports,credit card,no,Winter,Tue,91.04
ORD303748,69.0,3.3,13,25.1,32.5,Sports,upi,no,Winter,Tue,97.0
ORD301117,41.0,8.4,1,38.9,6.9,Clothing,debit card,yes,Monsoon,Mon,57.44
ORD303248,36.0,1.0,6,7.4,3.1,Clothing,credit card,no,Summer,Sat,70.19
ORD304530,59.0,10.7,6,35.0,16.8,Electronics,credit card,no,Winter,Wed,258.43
ORD300663,63.0,0.6,1,18.6,5.1,Home & Kitchen,credit card,no,Spring,Mon,63.64
ORD302822,61.0,4.0,7,37.3,20.8,Toys,credit card,yes,Winter,Wed,46.5
ORD300573,25.0,8.0,4,39.8,4.1,Home & Kitchen,wallet,no,Summer,Tue,127.69
ORD303652,63.0,4.5,11,38.0,7.1,Home & Kitchen,debit card,yes,Winter,Mon,164.58
ORD300696,66.0,6.4,4,27.6,7.0,Home & Kitchen,upi,yes,Summer,Fri,151.99
ORD303935,58.0,0.0,8,9.6,4.2,Clothing,credit card,no,Spring,Fri,89.04
ORD304722,47.0,0.6,7,34.9,7.0,Clothing,credit card,no,Winter,Tue,48.52
ORD304507,57.0,4.6,8,15.2,1.6,Electronics,debit card,yes,Spring,Tue,4863.96
ORD303169,58.0,4.7,7,12.9,6.5,Books,upi,no,Monsoon,Sun,32.37
ORD304121,54.0,5.3,7,5.7,34.9,Electronics,upi,no,Winter,Sat,371.76
ORD301071,35.0,11.1,1,37.9,24.1,Home & Kitchen,credit card,no,Winter,Sat,72.44
ORD304104,47.0,3.1,7,26.0,4.6,Books,upi,no,Summer,Wed,64.69
ORD302187,59.0,0.8,3,12.3,10.055118434603502,Clothing,credit card,yes,Spring,Sat,41.47
ORD304131,28.0,7.3,11,23.7,4.5,Toys,upi,yes,Monsoon,Sun,95.92
ORD302045,63.0,10.4,10,11.1,1.6,Toys,upi,no,Summer,Fri,89.28
ORD300282,19.0,1.8,12,7.1,4.8,Home & Kitchen,wallet,yes,Summer,Wed,237.71
ORD300258,31.0,3.9,11,10.0,9.6,Electronics,credit card,yes,Spring,Sun,492.17
ORD302664,37.0,1.7,14,25.7,4.7,Clothing,credit card,no,Spring,Fri,82.26
ORD301811,30.0,11.7,3,8.1,6.4,Sports,upi,no,Winter,Sun,128.17
ORD301797,63.0,10.6,14,4.7,4.8,Books,debit card,no,Winter,Sat,66.61
ORD300599,27.0,1.8,12,29.8,21.6,Sports,wallet,no,Summer,Mon,104.75
ORD303233,44.0,8.2,9,8.2,13.0,Clothing,credit card,yes,Summer,Tue,124.46
ORD300725,28.0,7.4,3,14.7,0.7,Sports,debit card,yes,Summer,Tue,104.44
ORD301636,22.0,0.4,2,9.4,3.0,Home & Kitchen,upi,no,Summer,Sat,83.76
ORD302918,27.0,2.1,2,22.6,17.2,Home & Kitchen,credit card,yes,Monsoon,Fri,96.06
ORD300677,45.0,4.5,3,32.6,10.6,Electronics,debit card,yes,Monsoon,Tue,239.56
ORD301329,46.0,0.2,13,27.1,6.3,Beauty,upi,no,Winter,Sun,78.48
ORD301152,34.0,3.0,6,13.0,4.7,Clothing,upi,no,Spring,Tue,76.16
ORD301346,44.0,7.8,1,38.9,1.2,Home & Kitchen,credit card,yes,Summer,Sat,118.6
ORD300055,59.0,6.0,12,36.6,5.9,Home & Kitchen,credit card,no,Monsoon,Wed,106.31
ORD304646,45.0,1.2,1,34.2,13.8,Beauty,credit card,yes,Spring,Fri,49.23
ORD300825,43.0,1.3,14,14.3,9.9,Clothing,credit card,no,Winter,Thu,88.4
ORD301411,33.0,11.0,3,36.9,20.9,Home & Kitchen,upi,no,Spring,Thu,77.52
ORD301546,42.0,6.1,14,25.3,14.3,Electronics,credit card,no,Summer,Sun,433.68
ORD303336,41.0,2.6,4,22.0,16.0,Electronics,debit card,no,Monsoon,Sun,268.46
ORD302214,50.0,2.1,8,33.1,22.5,Toys,credit card,no,Spring,Fri,44.55
ORD300085,59.0,2.0,1,9.3,14.6,Clothing,debit card,no,Summer,Sun,33.35
ORD302920,60.0,0.2,2,1.9,2.9,Home & Kitchen,credit card,no,Monsoon,Mon,119.69
ORD301361,27.0,11.3,3,30.2,9.2,Clothing,upi,no,Summer,Sat,89.14
ORD302935,43.0,6.8,14,22.5,18.2,Sports,debit card,no,Spring,Sun,147.51
ORD300888,25.0,4.3,8,1.4,1.0,Home & Kitchen,credit card,no,Monsoon,Sun,146.0
ORD302954,32.0,8.7,12,38.1,21.4,Sports,wallet,no,Spring,Mon,123.55
ORD301687,31.0,5.8,8,25.9,6.4,Toys,wallet,yes,Summer,Fri,587.16
ORD301819,35.0,3.4,14,28.3,2.0,Electronics,credit card,no,Winter,Thu,434.52
ORD303703,66.0,0.3,12,15.5,2.8,Electronics,wallet,yes,Monsoon,Tue,479.23
ORD301972,39.0,2.1,8,29.0,1.7,Electronics,wallet,no,Spring,Tue,338.24
ORD302546,49.0,5.2,4,9.7,9.2,Clothing,credit card,no,Winter,Tue,111.38
ORD300714,35.0,8.8,6,8.6,6.6,Clothing,wallet,no,Winter,Sat,101.47
ORD304811,53.0,1.0,3,28.4,18.7,Clothing,credit card,yes,Spring,Fri,47.03
ORD301056,55.0,11.0,13,7.2,9.5,Beauty,debit card,yes,Winter,Wed,130.0
ORD302286,31.0,1.1,9,19.9,5.4,Electronics,credit card,no,Monsoon,Wed,366.76
ORD304744,33.0,10.8,2,32.2,2.9,Electronics,debit card,no,Summer,Tue,223.82
ORD303961,61.0,5.9,14,2.0,3.0,Clothing,upi,no,Winter,Fri,1730.64
ORD302207,26.0,2.3,5,31.1,8.0,Clothing,credit card,no,Winter,Fri,49.19
ORD304625,27.0,6.9,6,3.5,0.9,Clothing,debit card,no,Winter,Sat,64.01
ORD304130,54.0,6.8,3,18.9,10.055118434603502,Beauty,credit card,no,Summer,Fri,29.51
ORD304822,25.0,9.6,3,16.8,1.4,Electronics,debit card,yes,Winter,Fri,287.56
ORD302848,24.0,8.9,7,16.9,0.1,Beauty,debit card,no,Winter,Tue,66.97
ORD300617,32.0,8.1,12,11.9,10.055118434603502,Books,credit card,yes,Monsoon,Fri,93.81
ORD303653,33.0,10.5,6,28.8,3.9,Sports,wallet,yes,Monsoon,Sat,91.49
ORD304458,22.0,5.9,10,20.299269776876265,5.5,Sports,upi,no,Spring,Fri,114.63
ORD300123,32.0,7.3,6,0.5,0.3,Home & Kitchen,upi,no,Summer,Fri,152.27
ORD304857,34.0,6.0,12,34.2,10.055118434603502,Electronics,debit card,no,Spring,Wed,363.4
ORD302042,23.0,2.6,12,0.4,0.1,Electronics,debit card,no,Spring,Tue,567.67
ORD300334,60.0,9.1,13,15.2,25.7,Toys,wallet,no,Summer,Tue,88.67
ORD304674,67.0,10.9,11,9.0,3.1,Clothing,debit card,no,Monsoon,Sat,132.92
ORD301362,66.0,6.0,12,33.5,11.3,Beauty,credit card,yes,Spring,Sun,92.16
ORD300304,45.0,0.2,13,13.0,3.5,Books,upi,no,Spring,Thu,43.49
ORD302772,30.0,10.7,13,12.1,3.8,Beauty,debit card,no,Spring,Sat,121.23
ORD300980,34.0,7.5,10,34.7,12.6,Toys,debit card,no,Winter,Sun,52.11
ORD303736,41.0,1.6,5,27.6,6.4,Electronics,credit card,no,Spring,Sat,208.72
ORD301407,51.0,4.4,10,26.9,4.2,Electronics,upi,yes,Winter,Wed,359.1
ORD303165,68.0,10.1,8,4.0,10.055118434603502,Clothing,debit card,yes,Summer,Sun,106.29
ORD302966,18.0,2.4,5,8.3,12.7,Beauty,upi,yes,Summer,Fri,72.94
ORD304578,27.0,8.8,3,26.7,4.8,Clothing,credit card,yes,Winter,Thu,55.92
ORD300175,19.0,3.4,14,18.4,7.8,Beauty,credit card,no,Summer,Wed,56.17
ORD300581,43.0,1.5,9,11.7,10.055118434603502,Electronics,credit card,no,Monsoon,Wed,5273.64
ORD304999,50.0,9.6,5,20.7,12.5,Home & Kitchen,credit card,no,Monsoon,Sat,108.95
ORD301616,69.0,1.5,1,1.6,7.9,Sports,upi,yes,Winter,Mon,74.74
ORD304464,44.0,1.6,8,9.5,9.6,Toys,wallet,no,Spring,Fri,70.84
ORD304510,39.0,4.9,12,32.1,0.3,Clothing,wallet,no,Monsoon,Tue,122.24
ORD301194,24.0,0.6,1,4.2,1.1,Electronics,debit card,no,Winter,Fri,243.48
ORD302876,60.0,1.2,2,32.3,12.1,Sports,credit card,no,Monsoon,Tue,32.99
ORD304918,58.0,4.2,14,1.0,3.4,Electronics,debit card,no,Spring,Fri,611.07
ORD304262,43.26208443809912,10.1,1,22.1,17.6,Electronics,wallet,no,Summer,Mon,217.17
ORD303243,63.0,10.8,11,30.6,8.4,Clothing,credit card,yes,Winter,Tue,109.45
ORD301824,44.0,2.2,1,5.0,0.5,Electronics,upi,yes,Spring,Mon,257.32
ORD301879,66.0,1.9,12,14.2,13.3,Clothing,credit card,yes,Monsoon,Wed,98.55
ORD301981,41.0,6.5,8,20.3,0.7,Home & Kitchen,upi,no,Monsoon,Thu,162.8
ORD301861,23.0,6.9,9,21.7,22.1,Clothing,debit card,yes,Spring,Wed,100.74
ORD301350,28.0,3.8,3,6.8,6.8,Sports,wallet,no,Spring,Fri,100.64
ORD303575,39.0,8.2,13,20.8,15.0,Home & Kitchen,credit card,no,Spring,Sun,214.17
ORD303606,42.0,6.7,10,35.5,10.055118434603502,Toys,wallet,no,Summer,Sun,85.32
ORD304787,28.0,2.1,8,7.4,10.0,Clothing,credit card,yes,Monsoon,Tue,78.96
ORD302974,68.0,5.933483606557377,5,37.2,1.0,Clothing,upi,no,Monsoon,Sat,39.81
ORD300409,51.0,6.2,6,2.1,2.4,Home & Kitchen,debit card,no,Spring,Tue,120.74
ORD300675,19.0,11.8,4,28.3,2.6,Beauty,credit card,no,Winter,Thu,76.65
ORD300297,44.0,6.5,6,2.3,1.5,Electronics,upi,yes,Summer,Tue,435.39
ORD300925,60.0,5.6,1,22.8,1.0,Electronics,credit card,yes,Summer,Thu,219.96
ORD300022,26.0,4.9,1,34.3,10.9,Beauty,credit card,yes,Summer,Tue,68.41
ORD304606,23.0,0.0,10,19.8,6.1,Sports,debit card,no,Summer,Fri,109.95
ORD302115,42.0,4.3,5,5.7,26.8,Electronics,debit card,no,Summer,Mon,336.31
ORD300728,30.0,0.8,8,35.5,1.9,Sports,debit card,no,Summer,Sun,94.72
ORD303669,18.0,12.0,3,35.6,5.9,Clothing,credit card,yes,Monsoon,Sun,89.0
ORD304233,60.0,0.5,13,7.9,10.055118434603502,Electronics,debit card,yes,Spring,Thu,566.1
ORD301307,68.0,7.3,5,26.9,0.5,Sports,wallet,no,Summer,Sat,94.92
ORD302941,69.0,5.7,1,17.2,14.5,Clothing,debit card,no,Monsoon,Fri,83.7
ORD300671,56.0,10.1,7,35.3,0.5,Home & Kitchen,credit card,yes,Spring,Sat,113.53
ORD301672,68.0,11.1,8,33.3,23.7,Toys,upi,yes,Winter,Sat,93.7
ORD301199,52.0,11.5,8,22.8,10.8,Clothing,credit card,no,Spring,Wed,99.66
ORD302229,37.0,0.2,10,19.3,11.8,Clothing,wallet,no,Spring,Fri,84.57
ORD303797,24.0,9.1,14,12.2,49.7,Sports,upi,no,Monsoon,Thu,142.91
ORD304981,35.0,0.0,2,31.7,10.055118434603502,Beauty,credit card,no,Spring,Mon,27.82
ORD300293,63.0,10.6,2,12.4,15.7,Home & Kitchen,debit card,yes,Summer,Mon,121.27
ORD302249,28.0,3.6,12,8.5,9.9,Clothing,debit card,no,Spring,Mon,145.44
ORD302690,67.0,7.6,2,25.2,22.3,Home & Kitchen,debit card,no,Summer,Sat,82.88
ORD300126,54.0,7.8,3,39.6,4.9,Sports,debit card,no,Spring,Sat,63.13
ORD302579,35.0,7.0,13,20.299269776876265,9.1,Clothing,credit card,no,Monsoon,Mon,103.8
ORD303479,27.0,4.2,7,29.8,18.5,Books,upi,no,Monsoon,Sun,42.46
ORD302247,44.0,5.933483606557377,1,5.6,4.0,Home & Kitchen,debit card,no,Winter,Fri,118.55
ORD303545,69.0,4.4,12,34.3,2.0,Electronics,wallet,yes,Winter,Thu,383.48
ORD304573,29.0,3.1,6,25.9,1.3,Clothing,wallet,yes,Spring,Fri,81.28
ORD304085,19.0,0.0,1,39.1,2.2,Clothing,debit card,no,Winter,Sun,52.83
ORD300692,36.0,10.2,9,2.4,11.6,Toys,debit card,yes,Summer,Sat,93.2
ORD302982,30.0,9.3,7,24.9,3.1,Beauty,wallet,yes,Spring,Mon,87.71
ORD300686,23.0,2.0,4,9.2,13.2,Clothing,upi,yes,Summer,Fri,78.94
ORD300817,50.0,10.7,4,19.8,1.9,Home & Kitchen,upi,no,Winter,Tue,125.29
ORD300216,59.0,1.7,13,20.8,15.9,Beauty,wallet,yes,Spring,Mon,90.14
ORD303838,49.0,9.9,9,27.8,5.1,Clothing,credit card,yes,Monsoon,Mon,107.5
ORD303325,48.0,8.5,10,2.2,9.8,Electronics,upi,no,Monsoon,Wed,469.41
ORD300152,28.0,3.6,9,13.7,4.5,Home & Kitchen,upi,no,Monsoon,Mon,154.0
ORD300706,61.0,1.9,10,18.6,10.2,Clothing,credit card,yes,Winter,Mon,86.8
ORD301992,34.0,7.4,1,5.3,1.0,Electronics,upi,yes,Monsoon,Fri,259.92
ORD303889,49.0,1.3,10,32.5,2.7,Beauty,debit card,no,Spring,Sat,69.54
ORD304645,39.0,3.2,4,33.2,13.6,Sports,debit card,yes,Monsoon,Sun,103.17
ORD304833,25.0,1.2,7,31.9,15.3,Clothing,upi,no,Winter,Wed,53.01
ORD302008,56.0,6.3,2,1.6,3.8,Beauty,wallet,no,Monsoon,Sat,29.94
ORD300478,51.0,1.8,4,4.1,6.1,Home & Kitchen,credit card,no,Spring,Tue,148.87
ORD301282,48.0,10.4,5,23.7,11.8,Sports,debit card,no,Spring,Fri,98.39
ORD301604,49.0,6.4,9,28.8,0.8,Beauty,upi,no,Monsoon,Tue,46.9
ORD304134,52.0,3.7,9,17.3,11.0,Clothing,credit card,no,Spring,Wed,105.25
ORD301666,64.0,7.5,11,20.7,3.0,Beauty,credit card,no,Summer,Thu,75.26
ORD304495,48.0,11.9,13,23.1,7.6,Beauty,credit card,no,Monsoon,Wed,70.68
ORD303198,24.0,6.3,9,34.4,21.8,Electronics,upi,no,Winter,Tue,311.59
ORD300812,25.0,10.5,10,19.6,17.3,Home & Kitchen,debit card,no,Summer,Fri,131.26
ORD303337,21.0,9.0,2,5.3,0.2,Clothing,debit card,no,Winter,Sat,26.02
ORD303602,65.0,10.9,8,20.9,4.0,Electronics,credit card,no,Summer,Thu,367.26
ORD300250,60.0,6.5,3,26.7,4.8,Beauty,upi,no,Summer,Thu,82.69
ORD300843,46.0,3.2,10,9.5,4.6,Electronics,debit card,no,Summer,Thu,447.8
ORD302125,51.0,10.3,8,13.0,17.0,Books,credit card,yes,Monsoon,Tue,79.63
ORD303312,23.0,1.1,4,32.4,10.8,Clothing,credit card,yes,Winter,Wed,58.8
ORD303056,25.0,10.1,8,3.5,4.2,Beauty,debit card,no,Spring,Mon,113.58
ORD302375,69.0,7.2,6,18.0,24.4,Books,wallet,no,Summer,Thu,63.53
ORD302032,18.0,10.9,5,4.1,5.2,Sports,credit card,no,Spring,Mon,127.2
ORD300967,25.0,0.4,7,17.8,3.5,Clothing,upi,no,Winter,Mon,43.71
ORD304562,57.0,3.6,8,34.5,1.2,Toys,wallet,no,Winter,Mon,48.55
ORD300080,45.0,12.0,3,19.1,21.5,Electronics,upi,no,Monsoon,Fri,232.47
ORD300972,25.0,0.3,7,32.9,17.5,Beauty,debit card,no,Winter,Mon,57.78
ORD301896,67.0,10.4,9,13.1,6.8,Clothing,debit card,no,Spring,Sat,129.46
ORD302235,69.0,4.6,9,27.5,13.2,Sports,credit card,yes,Winter,Sun,98.02
ORD300246,53.0,9.8,8,26.7,13.9,Electronics,debit card,no,Monsoon,Wed,318.69
ORD302704,41.0,3.6,1,39.2,3.8,Toys,debit card,no,Summer,Mon,21.84
ORD302203,38.0,3.3,6,30.6,13.3,Clothing,credit card,no,Spring,Thu,71.4
ORD304975,40.0,9.3,6,6.3,1.4,Sports,debit card,no,Monsoon,Sun,134.31
ORD304193,19.0,4.0,6,22.2,7.2,Clothing,debit card,yes,Winter,Wed,90.64
ORD304723,41.0,5.5,11,22.9,9.9,Sports,debit card,no,Summer,Sat,125.72
ORD303374,50.0,6.5,7,35.8,12.6,Books,credit card,yes,Winter,Sun,75.91
ORD304152,43.0,2.2,3,19.5,10.055118434603502,Sports,debit card,yes,Monsoon,Fri,88.59
ORD302331,43.0,5.933483606557377,4,11.6,29.9,Sports,debit card,yes,Winter,Mon,109.11
ORD304425,24.0,0.0,10,22.8,0.1,Books,credit card,yes,Monsoon,Tue,41.77
ORD304191,66.0,4.4,2,31.6,5.2,Electronics,credit card,yes,Summer,Wed,243.12
ORD304408,53.0,3.5,12,31.1,27.0,Sports,wallet,no,Spring,Sat,101.06
ORD301505,32.0,8.3,1,27.5,6.0,Home & Kitchen,debit card,no,Monsoon,Thu,83.96
ORD302951,61.0,5.1,10,19.6,33.3,Beauty,credit card,no,Winter,Tue,88.54
ORD301345,27.0,2.6,8,1.4,5.0,Electronics,upi,no,Summer,Sat,429.68
ORD303317,65.0,10.9,10,4.8,7.2,Electronics,credit card,no,Spring,Sat,496.4
ORD300591,55.0,9.4,3,32.7,9.2,Home & Kitchen,credit card,yes,Winter,Thu,119.32
ORD300975,42.0,8.1,5,6.5,1.0,Home & Kitchen,upi,no,Monsoon,Fri,133.71
ORD304277,62.0,10.8,12,10.0,10.055118434603502,Sports,upi,yes,Winter,Fri,165.48
ORD301645,27.0,3.1,10,21.0,4.6,Sports,debit card,no,Spring,Sat,98.95
ORD301679,40.0,4.1,1,2.9,2.9,Electronics,upi,no,Winter,Wed,239.51
ORD300122,18.0,7.7,4,5.0,20.3,Beauty,upi,no,Spring,Tue,52.24
ORD304514,41.0,8.0,6,34.8,0.5,Sports,credit card,yes,Monsoon,Wed,116.34
ORD303120,34.0,2.4,14,30.2,4.2,Clothing,credit card,yes,Summer,Thu,120.0
ORD301534,21.0,5.1,12,10.0,14.2,Clothing,debit card,no,Summer,Wed,83.17
ORD303352,45.0,6.0,12,8.2,10.055118434603502,Home & Kitchen,credit card,no,Spring,Mon,214.48
ORD304546,63.0,8.2,14,35.7,1.4,Books,credit card,no,Winter,Mon,37.07
ORD301710,46.0,11.2,9,9.8,5.7,Sports,wallet,no,Winter,Thu,132.43
ORD304500,31.0,6.1,6,39.7,9.2,Clothing,wallet,yes,Spring,Mon,100.22
ORD302100,62.0,11.6,9,17.9,30.1,Beauty,credit card,yes,Winter,Fri,113.87
ORD300869,52.0,5.0,3,24.9,0.6,Electronics,wallet,no,Spring,Tue,235.4
ORD304553,28.0,7.4,10,31.4,1.1,Clothing,credit card,yes,Winter,Sat,100.36
ORD301030,62.0,5.6,11,11.1,9.3,Books,credit card,no,Spring,Mon,31.83
ORD303463,30.0,5.1,11,4.0,0.3,Books,wallet,no,Summer,Sun,38.93
ORD301998,63.0,11.4,7,13.7,17.8,Beauty,credit card,no,Spring,Sat,51.14
ORD303590,56.0,7.9,8,8.3,21.6,Books,credit card,no,Summer,Fri,55.16
ORD301156,42.0,5.4,6,2.4,4.1,Clothing,wallet,yes,Winter,Tue,101.74
ORD303156,60.0,6.4,1,9.2,9.6,Electronics,credit card,no,Summer,Sat,2904.48
ORD301575,49.0,3.0,9,19.8,3.1,Sports,debit card,no,Spring,Mon,116.51
ORD304724,19.0,3.5,11,17.9,3.5,Clothing,credit card,yes,Spring,Sat,100.23
ORD300061,42.0,9.5,9,28.1,19.2,Electronics,debit card,yes,Monsoon,Sun,364.22
ORD300472,21.0,4.6,13,28.0,1.2,Toys,debit card,yes,Spring,Sun,73.21
ORD303454,42.0,4.7,3,14.2,27.2,Clothing,debit card,yes,Winter,Sat,55.25
ORD300865,33.0,1.3,14,20.299269776876265,11.6,Home & Kitchen,debit card,yes,Monsoon,Fri,195.95
ORD303583,45.0,7.2,11,39.7,2.3,Clothing,credit card,yes,Summer,Mon,107.63
ORD304786,31.0,9.5,4,24.5,4.6,Beauty,debit card,no,Summer,Thu,77.51
ORD303614,50.0,11.5,11,35.0,4.9,Electronics,debit card,no,Monsoon,Fri,341.35
ORD304867,52.0,11.0,12,20.4,21.7,Toys,upi,yes,Winter,Tue,1067.52
ORD303388,62.0,11.2,12,34.8,7.5,Beauty,debit card,no,Monsoon,Sun,102.2
ORD302180,33.0,2.0,11,14.8,0.1,Toys,credit card,no,Summer,Sun,58.24
